district_id,const_id,party_id,vote_received
9,3,P061,28
9,3,P041,26
9,3,P045,23
9,3,P016,20
9,3,P094,20
9,3,P093,20
9,3,P104,18
9,3,P073,15
9,3,P036,13
9,3,P048,12
9,3,P092,11
9,3,P049,9
9,3,P053,9
9,3,P026,9
9,3,P074,8
9,3,P091,8
9,3,P052,8
9,3,P031,7
9,3,P095,6
9,3,P050,5
9,3,P088,5
9,3,P023,5
9,3,P018,3
9,4,P002,19555
9,4,P001,18386
9,4,P003,9760
9,4,P005,7846
9,4,P004,7270
9,4,P009,2439
9,4,P006,1284
9,4,P013,1068
9,4,P007,518
9,4,P008,401
9,4,P022,373
9,4,P010,209
9,4,P033,152
9,4,P017,150
9,4,P016,123
9,4,P011,100
9,4,P026,96
9,4,P041,73
9,4,P073,67
9,4,P058,56
9,4,P091,44
9,4,P012,42
9,4,P061,39
9,4,P024,38
9,4,P034,38
9,4,P089,36
9,4,P045,32
9,4,P090,28
9,4,P074,26
9,4,P049,25
9,4,P039,24
9,4,P094,23
9,4,P055,23
9,4,P023,23
9,4,P048,21
9,4,P088,17
9,4,P092,16
9,4,P104,15
9,4,P093,12
9,4,P059,11
9,4,P031,9
9,4,P053,8
9,4,P050,7
9,4,P018,6
9,4,P052,5
9,4,P036,5
9,4,P095,5
9,5,P002,24629
9,5,P006,12731
9,5,P001,9428
9,5,P003,7223
9,5,P007,3604
9,5,P005,3425
9,5,P004,2907
9,5,P010,673
9,5,P013,475
9,5,P008,365
9,5,P022,282
9,5,P091,160
9,5,P016,129
9,5,P026,114
9,5,P048,83
9,5,P055,80
9,5,P034,75
9,5,P011,66
9,5,P033,62
9,5,P089,56
9,5,P090,55
9,5,P058,54
9,5,P024,52
9,5,P049,51
9,5,P045,51
9,5,P073,49
9,5,P061,43
9,5,P023,39
9,5,P017,33
9,5,P041,32
9,5,P074,31
9,5,P009,30
9,5,P092,26
9,5,P012,21
9,5,P093,19
9,5,P039,17
9,5,P036,17
9,5,P104,17
9,5,P059,16
9,5,P094,15
9,5,P031,13
9,5,P050,9
9,5,P088,9
9,5,P052,8
9,5,P018,8
9,5,P053,7
9,5,P095,2
9,6,P002,23710
9,6,P001,19389
9,6,P004,11526
9,6,P005,10641
9,6,P003,8185
9,6,P007,2201
9,6,P009,1184
9,6,P006,1131
9,6,P008,695
9,6,P013,413
9,6,P022,277
9,6,P016,193
9,6,P034,172
9,6,P073,159
9,6,P033,94
9,6,P010,83
9,6,P011,74
9,6,P026,69
9,6,P012,53
9,6,P048,52
9,6,P059,49
9,6,P024,48
9,6,P089,47
9,6,P017,44
9,6,P058,43
9,6,P041,43
9,6,P045,42
9,6,P091,34
9,6,P050,31
9,6,P049,31
9,6,P104,29
9,6,P055,28
9,6,P092,25
9,6,P039,24
9,6,P090,24
9,6,P074,17
9,6,P061,14
9,6,P053,14
9,6,P018,14
9,6,P088,12
9,6,P036,11
9,6,P023,11
9,6,P093,11
9,6,P052,11
9,6,P094,9
9,6,P031,7
9,6,P095,6
10,1,P001,20098
10,1,P004,17271
10,1,P002,11750
10,1,P005,9768
10,1,P003,4656
10,1,P006,3682
10,1,P008,1609
10,1,P034,1349
10,1,P013,664
10,1,P009,502
10,1,P017,344
10,1,P007,287
10,1,P093,206
10,1,P055,201
10,1,P061,200
10,1,P045,135
10,1,P011,127
10,1,P012,127
10,1,P022,121
10,1,P041,116
10,1,P090,92
10,1,P036,87
10,1,P033,74
10,1,P059,68
10,1,P058,65
10,1,P104,65
10,1,P016,58
10,1,P089,55
10,1,P010,55
10,1,P024,47
10,1,P018,44
10,1,P026,36
10,1,P073,36
10,1,P050,35
10,1,P092,27
10,1,P074,27
10,1,P091,26
10,1,P048,24
10,1,P023,23
10,1,P053,22
10,1,P049,22
10,1,P052,19
10,1,P039,16
10,1,P094,15
10,1,P031,15
10,1,P095,9
10,1,P088,3
10,2,P001,25169
10,2,P002,20626
10,2,P004,16937
10,2,P005,6966
10,2,P003,6528
10,2,P006,3474
10,2,P007,2061
10,2,P009,1930
10,2,P008,1402
10,2,P013,775
10,2,P010,569
10,2,P016,527
10,2,P034,474
10,2,P017,394
10,2,P022,280
10,2,P104,226
10,2,P012,157
10,2,P058,128
10,2,P061,122
10,2,P033,105
10,2,P026,97
10,2,P093,87
10,2,P011,80
10,2,P090,76
10,2,P073,74
10,2,P052,74
10,2,P041,72
10,2,P036,71
10,2,P059,65
10,2,P045,55
10,2,P089,50
10,2,P055,41
10,2,P092,41
10,2,P024,34
10,2,P050,28
10,2,P053,26
10,2,P039,26
10,2,P049,23
10,2,P048,23
10,2,P074,20
10,2,P023,18
10,2,P094,16
10,2,P091,16
10,2,P031,14
10,2,P095,12
10,2,P018,7
10,2,P088,4
10,3,P001,33902
10,3,P002,29680
10,3,P004,6836
10,3,P003,3975
10,3,P005,3959
10,3,P009,2687
10,3,P006,1535
10,3,P007,1160
10,3,P013,946
10,3,P008,472
10,3,P010,351
10,3,P016,324
10,3,P039,215
10,3,P022,136
10,3,P104,123
10,3,P073,122
10,3,P034,108
10,3,P012,88
10,3,P091,86
10,3,P058,84
10,3,P033,70
10,3,P011,63
10,3,P026,63
10,3,P017,50
10,3,P089,48
10,3,P041,36
10,3,P024,34
10,3,P090,30
10,3,P093,30
10,3,P061,29
10,3,P055,24
10,3,P045,24
10,3,P031,23
10,3,P052,22
10,3,P059,22
10,3,P049,20
10,3,P094,18
10,3,P074,15
10,3,P023,15
10,3,P048,14
10,3,P088,11
10,3,P092,10
10,3,P053,10
10,3,P036,10
10,3,P095,9
10,3,P050,3
10,3,P018,3
10,4,P002,28082
10,4,P001,20573
10,4,P006,6565
10,4,P005,5610
10,4,P004,5068
10,4,P007,3218
10,4,P010,1780
10,4,P003,1538
10,4,P008,663
10,4,P013,544
10,4,P048,339
10,4,P061,151
10,4,P058,149
10,4,P104,128
10,4,P034,112
10,4,P009,110
10,4,P033,96
10,4,P026,77
10,4,P052,69
10,4,P016,66
10,4,P041,63
10,4,P011,63
10,4,P012,59
10,4,P022,54
10,4,P073,50
10,4,P089,46
10,4,P090,44
10,4,P017,41
10,4,P059,34
10,4,P023,32
10,4,P091,29
10,4,P049,28
10,4,P024,26
10,4,P074,25
10,4,P055,24
10,4,P045,21
10,4,P092,19
10,4,P088,19
10,4,P036,18
10,4,P039,18
10,4,P093,17
10,4,P094,15
10,4,P031,13
10,4,P053,12
10,4,P095,7
10,4,P050,5
10,4,P018,5
11,1,P001,15705
11,1,P002,10473
11,1,P003,8524
11,1,P004,1135
11,1,P006,958
11,1,P005,476
11,1,P022,218
11,1,P008,162
11,1,P017,139
11,1,P011,110
11,1,P058,44
11,1,P059,44
11,1,P012,36
11,1,P007,33
11,1,P073,22
11,1,P010,18
11,1,P041,18
11,1,P074,17
11,1,P013,17
11,1,P055,15
11,1,P034,14
11,1,P026,13
11,1,P088,12
11,1,P089,10
11,1,P092,9
11,1,P090,9
11,1,P024,9
11,1,P009,9
11,1,P039,8
11,1,P045,8
11,1,P104,7
11,1,P033,6
11,1,P093,5
11,1,P049,5
11,1,P050,5
11,1,P053,4
11,1,P052,4
11,1,P018,3
11,1,P048,3
11,1,P094,2
11,1,P036,2
11,1,P016,2
11,1,P031,1
11,1,P091,1
11,1,P095,1
11,1,P061,1
11,1,P023,0
12,1,P001,24271
12,1,P002,18672
12,1,P003,11845
12,1,P008,3363
12,1,P006,2248
12,1,P004,1497
12,1,P005,1255
12,1,P022,211
12,1,P059,153
12,1,P017,121
12,1,P011,85
12,1,P058,82
12,1,P013,55
12,1,P012,45
12,1,P007,43
12,1,P104,38
12,1,P039,36
12,1,P090,34
12,1,P010,25
12,1,P024,24
12,1,P009,21
12,1,P036,20
12,1,P074,19
12,1,P045,17
12,1,P061,15
12,1,P041,15
12,1,P088,14
12,1,P073,14
12,1,P089,13
12,1,P026,12
12,1,P053,11
12,1,P094,10
12,1,P092,10
12,1,P095,9
12,1,P034,9
12,1,P048,9
12,1,P033,8
12,1,P052,8
12,1,P016,6
12,1,P023,5
12,1,P049,5
12,1,P091,4
12,1,P055,4
12,1,P093,3
12,1,P031,2
12,1,P050,2
12,1,P018,1
13,1,P001,25245
13,1,P002,23999
13,1,P003,7172
13,1,P004,2418
13,1,P006,1450
13,1,P005,568
13,1,P008,430
13,1,P017,377
13,1,P022,208
13,1,P073,165
13,1,P089,77
13,1,P058,75
13,1,P011,57
13,1,P007,55
13,1,P012,45
13,1,P090,41
13,1,P031,24
13,1,P013,18
13,1,P053,17
13,1,P045,16
13,1,P074,16
13,1,P010,15
13,1,P041,14
13,1,P094,13
13,1,P059,12
13,1,P088,12
13,1,P009,12
13,1,P093,10
13,1,P104,9
13,1,P092,9
13,1,P033,8
13,1,P039,7
13,1,P026,7
13,1,P055,7
13,1,P049,7
13,1,P023,6
13,1,P018,6
13,1,P016,5
13,1,P024,5
13,1,P052,4
13,1,P091,4
13,1,P048,4
13,1,P034,4
13,1,P095,2
13,1,P061,2
13,1,P050,1
13,1,P036,1
14,1,P001,23836
14,1,P002,19476
14,1,P003,9739
14,1,P004,7337
14,1,P005,4375
14,1,P006,1879
14,1,P008,1628
14,1,P009,1336
14,1,P017,521
14,1,P022,430
14,1,P007,273
14,1,P045,174
14,1,P026,138
14,1,P104,138
14,1,P055,136
14,1,P089,131
14,1,P010,128
14,1,P050,105
14,1,P013,104
14,1,P058,88
14,1,P061,74
14,1,P011,58
14,1,P012,54
14,1,P024,49
14,1,P090,42
14,1,P033,35
14,1,P048,31
14,1,P059,24
14,1,P034,22
14,1,P041,19
14,1,P073,19
14,1,P052,18
14,1,P074,16
14,1,P088,14
14,1,P094,10
14,1,P049,9
14,1,P092,9
14,1,P031,8
14,1,P036,7
14,1,P093,7
14,1,P039,7
14,1,P018,6
14,1,P091,6
14,1,P016,4
14,1,P095,3
14,1,P053,2
14,1,P023,2
14,2,P001,13903
14,2,P002,10515
14,2,P003,7406
14,2,P004,3806
14,2,P008,2235
14,2,P017,1517
14,2,P005,916
14,2,P006,583
14,2,P022,516
14,2,P089,158
14,2,P007,114
14,2,P058,72
14,2,P052,70
14,2,P011,69
14,2,P013,62
14,2,P045,37
14,2,P010,31
14,2,P041,25
14,2,P012,24
14,2,P090,23
14,2,P055,21
14,2,P059,21
14,2,P073,20
14,2,P088,19
14,2,P049,19
14,2,P104,19
14,2,P034,18
14,2,P061,18
14,2,P074,16
14,2,P024,15
14,2,P033,13
14,2,P009,12
14,2,P026,11
14,2,P039,9
14,2,P094,9
14,2,P031,8
14,2,P036,7
14,2,P093,6
14,2,P095,5
14,2,P053,5
14,2,P048,5
14,2,P092,5
14,2,P018,3
14,2,P091,3
14,2,P023,3
14,2,P016,2
14,2,P050,2
20,1,P001,14611
20,1,P002,13581
20,1,P007,13098
20,1,P006,9320
20,1,P003,7878
20,1,P005,7432
20,1,P010,2464
20,1,P004,1529
20,1,P008,816
20,1,P104,712
20,1,P088,512
20,1,P022,215
20,1,P017,186
20,1,P058,108
20,1,P018,97
20,1,P033,79
20,1,P090,64
20,1,P026,64
20,1,P012,60
20,1,P048,56
20,1,P011,53
20,1,P089,46
20,1,P013,41
20,1,P061,39
20,1,P024,33
20,1,P073,29
20,1,P009,28
20,1,P053,27
20,1,P041,27
20,1,P039,24
20,1,P016,23
20,1,P050,20
20,1,P023,20
20,1,P074,19
20,1,P092,19
20,1,P094,17
20,1,P049,15
20,1,P036,15
20,1,P091,14
20,1,P052,11
20,1,P031,11
20,1,P045,10
20,1,P059,7
20,1,P034,7
20,1,P093,6
20,1,P055,4
20,1,P095,3
20,2,P001,17463
20,2,P002,15403
20,2,P006,13513
20,2,P007,12992
20,2,P008,8082
20,2,P003,5759
20,2,P010,1787
20,2,P004,617
20,2,P005,540
20,2,P104,518
20,2,P022,266
20,2,P091,150
20,2,P048,134
20,2,P058,101
20,2,P012,93
20,2,P026,82
20,2,P011,75
20,2,P088,74
20,2,P053,62
20,2,P089,60
20,2,P013,50
20,2,P023,46
20,2,P033,40
20,2,P061,38
20,2,P090,32
20,2,P073,27
20,2,P009,26
20,2,P045,22
20,2,P074,22
20,2,P016,22
20,2,P017,21
20,2,P024,20
20,2,P018,20
20,2,P039,20
20,2,P041,19
20,2,P031,17
20,2,P036,13
20,2,P050,13
20,2,P092,12
20,2,P094,11
20,2,P049,11
20,2,P059,7
20,2,P052,6
20,2,P095,6
20,2,P055,6
20,2,P093,4
20,2,P034,4
20,3,P002,25195
20,3,P001,17874
20,3,P007,8082
20,3,P006,5317
20,3,P010,4520
20,3,P104,1486
20,3,P005,1331
20,3,P004,1219
20,3,P053,1211
20,3,P008,732
20,3,P003,495
20,3,P023,141
20,3,P088,134
20,3,P048,125
20,3,P058,119
20,3,P012,84
20,3,P061,64
20,3,P036,47
20,3,P011,45
20,3,P041,41
20,3,P045,39
20,3,P016,37
20,3,P013,35
20,3,P018,34
20,3,P094,32
20,3,P090,31
20,3,P009,30
20,3,P089,29
20,3,P049,23
20,3,P073,21
20,3,P055,19
20,3,P026,18
20,3,P074,17
20,3,P039,16
20,3,P022,16
20,3,P050,15
20,3,P033,14
20,3,P091,12
20,3,P034,10
20,3,P059,9
20,3,P092,8
20,3,P017,8
20,3,P095,7
20,3,P093,7
20,3,P024,4
20,3,P031,4
20,3,P052,3
20,4,P001,26919
20,4,P002,25028
20,4,P006,6767
20,4,P008,5274
20,4,P007,4010
20,4,P004,2826
20,4,P003,2201
20,4,P005,1902
20,4,P010,648
20,4,P104,447
20,4,P088,280
20,4,P053,144
20,4,P016,126
20,4,P061,118
20,4,P048,110
20,4,P013,108
20,4,P026,96
20,4,P022,86
20,4,P058,76
20,4,P012,64
20,4,P052,61
20,4,P089,47
20,4,P011,44
20,4,P023,42
20,4,P034,32
20,4,P009,31
20,4,P090,28
20,4,P041,26
20,4,P017,22
20,4,P033,21
20,4,P055,20
20,4,P024,19
20,4,P045,18
20,4,P091,18
20,4,P050,17
20,4,P094,15
20,4,P093,15
20,4,P039,14
20,4,P074,12
20,4,P049,12
20,4,P073,11
20,4,P095,11
20,4,P059,10
20,4,P092,6
20,4,P018,6
20,4,P036,5
20,4,P031,2
21,1,P003,15394
21,1,P001,12167
21,1,P007,7444
21,1,P004,6126
21,1,P002,4748
21,1,P006,3978
21,1,P010,3915
21,1,P005,2925
21,1,P008,967
21,1,P104,892
21,1,P055,639
21,1,P088,613
21,1,P009,475
21,1,P061,419
21,1,P022,314
21,1,P073,291
21,1,P024,188
21,1,P048,111
21,1,P058,110
21,1,P017,83
