district_id,const_id,party_id,vote_received
21,1,P013,76
21,1,P026,73
21,1,P050,60
21,1,P016,60
21,1,P012,49
21,1,P052,45
21,1,P089,45
21,1,P041,45
21,1,P033,44
21,1,P090,42
21,1,P074,39
21,1,P018,38
21,1,P045,37
21,1,P034,31
21,1,P011,29
21,1,P094,24
21,1,P036,24
21,1,P053,20
21,1,P092,19
21,1,P049,18
21,1,P023,18
21,1,P091,17
21,1,P059,16
21,1,P039,16
21,1,P031,9
21,1,P093,9
21,1,P095,3
21,2,P010,15725
21,2,P002,10189
21,2,P007,7998
21,2,P001,5324
21,2,P006,4613
21,2,P053,2860
21,2,P008,2623
21,2,P104,1553
21,2,P003,1218
21,2,P004,891
21,2,P009,487
21,2,P005,476
21,2,P088,343
21,2,P023,332
21,2,P016,245
21,2,P041,173
21,2,P089,170
21,2,P061,168
21,2,P058,121
21,2,P022,116
21,2,P036,113
21,2,P011,101
21,2,P012,91
21,2,P013,86
21,2,P092,71
21,2,P048,70
21,2,P090,61
21,2,P050,56
21,2,P091,49
21,2,P018,47
21,2,P094,46
21,2,P073,44
21,2,P055,41
21,2,P024,36
21,2,P074,33
21,2,P026,27
21,2,P039,22
21,2,P045,22
21,2,P095,20
21,2,P033,16
21,2,P049,15
21,2,P034,11
21,2,P017,11
21,2,P059,11
21,2,P052,10
21,2,P031,10
21,2,P093,7
21,3,P010,12487
21,3,P006,10996
21,3,P007,7685
21,3,P002,6666
21,3,P104,6299
21,3,P001,5762
21,3,P005,1056
21,3,P008,1014
21,3,P003,808
21,3,P004,607
21,3,P053,363
21,3,P055,293
21,3,P012,267
21,3,P088,253
21,3,P061,211
21,3,P095,162
21,3,P091,147
21,3,P039,127
21,3,P050,113
21,3,P023,113
21,3,P048,94
21,3,P058,94
21,3,P018,75
21,3,P045,73
21,3,P022,61
21,3,P092,60
21,3,P013,55
21,3,P009,52
21,3,P016,47
21,3,P049,46
21,3,P011,46
21,3,P090,45
21,3,P041,43
21,3,P089,39
21,3,P094,36
21,3,P026,33
21,3,P073,30
21,3,P034,30
21,3,P017,28
21,3,P033,26
21,3,P093,22
21,3,P024,22
21,3,P074,20
21,3,P036,17
21,3,P052,12
21,3,P031,11
21,3,P059,10
21,4,P006,11279
21,4,P007,10347
21,4,P002,9711
21,4,P001,9094
21,4,P003,9072
21,4,P010,4905
21,4,P004,812
21,4,P104,759
21,4,P005,348
21,4,P008,296
21,4,P088,233
21,4,P013,207
21,4,P022,193
21,4,P016,116
21,4,P026,104
21,4,P048,91
21,4,P061,79
21,4,P058,75
21,4,P090,71
21,4,P055,60
21,4,P089,58
21,4,P012,54
21,4,P011,50
21,4,P045,46
21,4,P074,43
21,4,P053,40
21,4,P033,39
21,4,P041,35
21,4,P018,33
21,4,P024,32
21,4,P092,27
21,4,P023,26
21,4,P094,25
21,4,P073,24
21,4,P091,21
21,4,P039,19
21,4,P009,19
21,4,P095,15
21,4,P049,13
21,4,P034,13
21,4,P052,12
21,4,P059,10
21,4,P036,8
21,4,P093,7
21,4,P017,7
21,4,P050,1
21,4,P031,1
22,1,P003,9506
22,1,P010,8629
22,1,P001,7902
22,1,P002,7336
22,1,P004,6680
22,1,P007,6048
22,1,P006,5571
22,1,P008,5051
22,1,P009,4053
22,1,P005,3760
22,1,P104,2334
22,1,P088,1771
22,1,P050,755
22,1,P022,433
22,1,P036,199
22,1,P017,198
22,1,P026,143
22,1,P041,111
22,1,P095,99
22,1,P058,98
22,1,P090,92
22,1,P011,88
22,1,P061,75
22,1,P048,74
22,1,P013,70
22,1,P059,69
22,1,P089,63
22,1,P055,57
22,1,P033,56
22,1,P092,51
22,1,P094,51
22,1,P012,42
22,1,P023,40
22,1,P045,39
22,1,P053,37
22,1,P024,37
22,1,P049,30
22,1,P074,29
22,1,P073,26
22,1,P018,26
22,1,P039,25
22,1,P034,25
22,1,P091,22
22,1,P016,22
22,1,P031,16
22,1,P052,12
22,1,P093,12
22,2,P002,14993
22,2,P007,12337
22,2,P010,11043
22,2,P003,10859
22,2,P006,7533
22,2,P001,5934
22,2,P104,1974
22,2,P004,1057
22,2,P088,975
22,2,P005,853
22,2,P008,638
22,2,P050,533
22,2,P022,456
22,2,P009,305
22,2,P013,284
22,2,P023,229
22,2,P036,156
22,2,P026,140
22,2,P048,110
22,2,P012,92
22,2,P058,90
22,2,P011,90
22,2,P033,63
22,2,P089,50
22,2,P053,48
22,2,P018,37
22,2,P092,32
22,2,P055,30
22,2,P061,30
22,2,P094,26
22,2,P073,25
22,2,P090,25
22,2,P091,23
22,2,P017,22
22,2,P074,22
22,2,P049,21
22,2,P039,19
22,2,P024,19
22,2,P045,17
22,2,P041,15
22,2,P016,15
22,2,P031,13
22,2,P052,13
22,2,P034,12
22,2,P093,8
22,2,P059,7
22,2,P095,6
22,3,P003,15471
22,3,P001,15006
22,3,P006,12079
22,3,P002,9979
22,3,P004,6962
22,3,P007,6931
22,3,P008,2655
22,3,P005,2381
22,3,P050,1466
22,3,P088,1370
22,3,P104,676
22,3,P017,427
22,3,P022,412
22,3,P010,313
22,3,P013,247
22,3,P048,178
22,3,P012,88
22,3,P026,85
22,3,P061,75
22,3,P058,70
22,3,P059,70
22,3,P033,54
22,3,P018,54
22,3,P089,48
22,3,P011,41
22,3,P041,35
22,3,P009,35
22,3,P023,31
22,3,P090,30
22,3,P024,29
22,3,P073,26
22,3,P045,23
22,3,P091,22
22,3,P036,19
22,3,P074,18
22,3,P055,18
22,3,P094,14
22,3,P052,14
22,3,P049,13
22,3,P016,12
22,3,P053,11
22,3,P034,11
22,3,P095,10
22,3,P093,9
22,3,P039,8
22,3,P031,6
22,3,P092,6
22,4,P002,16029
22,4,P007,12595
22,4,P003,9790
22,4,P001,9471
22,4,P088,5444
22,4,P006,5152
22,4,P010,3673
22,4,P008,1479
22,4,P004,1199
22,4,P005,753
22,4,P104,691
22,4,P022,650
22,4,P023,505
22,4,P058,344
22,4,P091,244
22,4,P009,225
22,4,P048,213
22,4,P026,199
22,4,P013,181
22,4,P050,171
22,4,P012,110
22,4,P011,101
22,4,P033,86
22,4,P036,82
22,4,P018,73
22,4,P089,71
22,4,P074,65
22,4,P090,62
22,4,P095,60
22,4,P073,60
22,4,P053,56
22,4,P016,53
22,4,P045,53
22,4,P061,50
22,4,P024,45
22,4,P059,42
22,4,P094,36
22,4,P041,35
22,4,P039,32
22,4,P049,30
22,4,P017,29
22,4,P055,25
22,4,P031,22
22,4,P093,21
22,4,P092,19
22,4,P034,15
22,4,P052,7
32,1,P002,19119
32,1,P001,11089
32,1,P008,9578
32,1,P006,6935
32,1,P007,6288
32,1,P003,2791
32,1,P104,2437
32,1,P010,1955
32,1,P004,819
32,1,P005,623
32,1,P088,597
32,1,P048,290
32,1,P018,282
32,1,P091,194
32,1,P045,141
32,1,P058,139
32,1,P061,130
32,1,P011,120
32,1,P012,105
32,1,P022,103
32,1,P013,72
32,1,P026,52
32,1,P016,50
32,1,P023,39
32,1,P009,35
32,1,P033,30
32,1,P039,29
32,1,P073,28
32,1,P090,27
32,1,P094,25
32,1,P036,24
32,1,P074,23
32,1,P052,23
32,1,P093,23
32,1,P041,22
32,1,P089,21
32,1,P024,17
32,1,P055,17
32,1,P034,9
32,1,P017,8
32,1,P049,7
32,1,P053,6
32,1,P050,5
32,1,P092,4
32,1,P095,4
32,1,P031,3
32,1,P059,3
32,2,P002,15365
32,2,P001,12014
32,2,P006,9401
32,2,P007,8009
32,2,P008,7075
32,2,P003,4716
32,2,P104,2947
32,2,P010,1419
32,2,P005,957
32,2,P004,292
32,2,P022,237
32,2,P045,231
32,2,P088,155
32,2,P012,154
32,2,P023,117
32,2,P091,79
32,2,P058,73
32,2,P026,70
32,2,P011,68
32,2,P061,53
32,2,P048,46
32,2,P089,33
32,2,P018,33
32,2,P009,32
32,2,P041,29
32,2,P033,27
32,2,P024,27
32,2,P052,19
32,2,P090,19
32,2,P013,19
32,2,P036,17
32,2,P073,15
32,2,P016,12
32,2,P094,10
32,2,P034,10
32,2,P074,9
32,2,P092,8
32,2,P039,7
32,2,P059,6
32,2,P053,6
32,2,P049,5
32,2,P093,4
32,2,P055,2
32,2,P095,2
32,2,P017,1
32,2,P031,1
32,2,P050,0
32,3,P002,17143
32,3,P006,8985
32,3,P007,8076
32,3,P008,6868
32,3,P003,6695
32,3,P009,5438
32,3,P001,3993
32,3,P104,3474
32,3,P004,2441
32,3,P010,1046
32,3,P005,876
32,3,P088,812
32,3,P045,731
32,3,P018,672
32,3,P022,421
32,3,P011,251
32,3,P050,207
32,3,P089,175
32,3,P048,138
32,3,P016,138
32,3,P012,137
32,3,P036,137
32,3,P073,132
32,3,P026,121
32,3,P013,105
32,3,P033,97
32,3,P024,86
32,3,P058,60
32,3,P041,58
32,3,P039,56
32,3,P017,54
32,3,P061,52
32,3,P023,48
32,3,P052,46
32,3,P055,42
32,3,P074,34
32,3,P031,34
32,3,P094,32
32,3,P059,31
32,3,P092,29
32,3,P091,26
32,3,P053,26
32,3,P049,24
32,3,P090,24
32,3,P034,23
32,3,P093,20
32,3,P095,8
32,4,P002,14218
32,4,P001,11231
32,4,P003,9319
32,4,P008,9179
32,4,P006,6208
32,4,P004,5707
32,4,P007,3465
32,4,P009,3303
32,4,P005,1855
32,4,P104,1777
32,4,P010,670
32,4,P088,527
32,4,P091,458
32,4,P018,380
32,4,P022,294
32,4,P045,166
32,4,P059,163
32,4,P048,144
32,4,P039,127
32,4,P011,124
32,4,P093,88
32,4,P089,87
32,4,P058,80
32,4,P026,79
32,4,P012,56
32,4,P033,56
32,4,P034,56
32,4,P036,45
32,4,P016,44
32,4,P061,43
32,4,P013,40
32,4,P023,37
32,4,P050,32
32,4,P090,32
32,4,P024,29
32,4,P053,27
32,4,P055,26
32,4,P094,25
32,4,P073,22
32,4,P017,20
32,4,P041,20
32,4,P052,18
32,4,P049,18
32,4,P092,15
32,4,P074,12
32,4,P031,12
32,4,P095,7
33,1,P002,23942
33,1,P001,20981
33,1,P006,11809
33,1,P004,5121
33,1,P003,3573
33,1,P005,2727
33,1,P007,2658
33,1,P009,2482
33,1,P008,1744
33,1,P104,754
33,1,P013,332
33,1,P010,275
33,1,P045,130
33,1,P024,123
33,1,P012,98
33,1,P050,86
33,1,P017,86
33,1,P022,84
33,1,P058,81
33,1,P016,69
33,1,P023,60
33,1,P061,50
33,1,P089,48
33,1,P088,45
33,1,P018,43
33,1,P011,42
33,1,P073,35
33,1,P026,33
33,1,P033,26
33,1,P091,24
33,1,P036,22
33,1,P048,16
33,1,P090,15
33,1,P034,14
33,1,P053,12
33,1,P092,12
33,1,P049,10
33,1,P039,9
33,1,P094,9
33,1,P041,9
33,1,P074,9
33,1,P055,7
33,1,P093,7
33,1,P052,7
33,1,P059,7
33,1,P031,3
33,1,P095,1
33,2,P006,13242
33,2,P002,11179
33,2,P001,9193
33,2,P007,8846
33,2,P010,4235
33,2,P009,3794
33,2,P003,3265
33,2,P104,2366
33,2,P008,1996
33,2,P004,1455
33,2,P005,992
33,2,P023,708
33,2,P091,462
33,2,P016,359
33,2,P045,200
33,2,P022,181
33,2,P041,151
33,2,P013,124
33,2,P012,97
33,2,P058,95
33,2,P011,92
33,2,P024,91
33,2,P039,89
33,2,P026,88
33,2,P089,66
33,2,P036,63
33,2,P094,63
33,2,P053,59
33,2,P050,56
33,2,P073,56
33,2,P017,52
33,2,P048,52
33,2,P055,47
33,2,P074,44
33,2,P033,42
33,2,P061,40
33,2,P049,36
33,2,P090,32
33,2,P018,29
33,2,P093,23
33,2,P088,23
33,2,P092,22
33,2,P034,18
33,2,P059,17
33,2,P052,16
33,2,P095,12
33,2,P031,10
33,3,P001,14973
33,3,P006,12698
33,3,P002,9585
33,3,P007,5225
33,3,P004,5095
33,3,P003,4609
33,3,P009,2011
33,3,P005,1813
33,3,P010,1429
33,3,P008,983
33,3,P013,933
33,3,P016,722
33,3,P017,595
33,3,P104,557
33,3,P049,470
33,3,P012,395
33,3,P061,377
33,3,P091,304
33,3,P011,258
33,3,P022,193
33,3,P039,163
33,3,P023,134
33,3,P024,126
33,3,P092,110
33,3,P058,92
33,3,P033,91
33,3,P026,84
33,3,P050,56
33,3,P045,51
33,3,P089,39
33,3,P041,32
33,3,P048,31
33,3,P094,29
33,3,P055,26
33,3,P073,25
33,3,P090,23
33,3,P036,18
33,3,P088,15
33,3,P018,13
33,3,P034,11
33,3,P074,10
33,3,P059,9
33,3,P093,8
33,3,P053,5
33,3,P052,3
33,3,P095,2
33,3,P031,1
33,4,P001,14788
33,4,P010,10911
33,4,P003,6561
33,4,P002,6472
33,4,P004,6256
33,4,P005,5662
33,4,P006,4858
33,4,P008,4691
33,4,P007,3201
33,4,P009,1138
33,4,P013,1081
33,4,P092,781
33,4,P016,540
33,4,P104,318
33,4,P022,307
33,4,P061,216
33,4,P012,211
33,4,P073,164
33,4,P045,154
33,4,P033,136
33,4,P026,127
33,4,P091,118
33,4,P024,112
33,4,P048,96
33,4,P058,88
33,4,P089,82
33,4,P090,56
33,4,P011,42
33,4,P023,40
33,4,P017,39
33,4,P041,33
33,4,P049,33
33,4,P036,30
33,4,P018,29
33,4,P055,24
33,4,P053,20
33,4,P052,19
33,4,P074,17
33,4,P094,16
33,4,P059,15
33,4,P039,14
33,4,P088,11
33,4,P050,11
33,4,P034,9
33,4,P031,8
33,4,P093,6
33,4,P095,5
34,1,P006,11154
34,1,P002,9463
34,1,P005,8314
34,1,P001,6315
34,1,P003,5693
34,1,P004,2127
34,1,P104,1307
34,1,P010,858
34,1,P013,770
34,1,P007,619
34,1,P008,424
34,1,P009,415
34,1,P045,281
34,1,P016,247
34,1,P022,216
34,1,P033,174
34,1,P012,153
34,1,P026,134
34,1,P048,108
34,1,P061,70
34,1,P023,53
34,1,P018,47
34,1,P041,40
34,1,P011,39
34,1,P058,38
34,1,P089,32
34,1,P055,28
34,1,P024,24
34,1,P090,24
34,1,P034,20
34,1,P073,20
34,1,P052,19
34,1,P091,18
34,1,P039,18
34,1,P092,14
34,1,P053,12
34,1,P094,11
34,1,P036,10
34,1,P074,9
34,1,P049,9
34,1,P031,7
34,1,P088,6
34,1,P050,5
34,1,P017,5
34,1,P095,4
34,1,P093,4
34,1,P059,3
34,2,P002,18769
34,2,P006,12269
34,2,P001,6533
34,2,P005,6147
34,2,P010,3855
34,2,P004,2045
34,2,P008,1175
34,2,P003,1155
34,2,P104,875
34,2,P009,611
34,2,P007,429
34,2,P016,304
34,2,P045,161
34,2,P048,97
34,2,P013,81
34,2,P012,74
34,2,P022,59
34,2,P090,54
34,2,P017,52
34,2,P092,48
34,2,P018,41
34,2,P058,35
34,2,P088,34
34,2,P039,27
34,2,P033,25
34,2,P011,25
34,2,P061,22
34,2,P074,21
34,2,P089,19
34,2,P036,18
34,2,P094,17
34,2,P026,16
34,2,P073,16
34,2,P023,13
34,2,P041,12
34,2,P024,11
34,2,P049,11
34,2,P055,9
34,2,P031,7
34,2,P091,6
34,2,P050,5
34,2,P052,5
34,2,P059,4
34,2,P034,3
34,2,P093,3
34,2,P095,2
34,2,P053,0
34,3,P002,17443
34,3,P001,15254
34,3,P045,5580
34,3,P006,4450
34,3,P008,3846
34,3,P005,3273
34,3,P003,3143
34,3,P007,1683
34,3,P009,1634
34,3,P004,1364
34,3,P104,1074
34,3,P016,387
34,3,P052,260
34,3,P018,231
34,3,P022,210
34,3,P010,172
34,3,P026,164
34,3,P092,112
34,3,P058,93
34,3,P039,92
34,3,P012,91
34,3,P091,86
34,3,P011,80
34,3,P033,74
34,3,P023,71
34,3,P095,62
34,3,P061,60
34,3,P048,57
34,3,P013,53
34,3,P089,52
34,3,P024,51
34,3,P090,36
34,3,P036,32
34,3,P041,31
34,3,P073,30
34,3,P049,27
34,3,P074,26
34,3,P053,26
34,3,P094,23
34,3,P059,22
34,3,P088,22
34,3,P055,21
34,3,P093,17
34,3,P017,13
34,3,P050,11
34,3,P031,10
34,3,P034,10
34,4,P002,21000
34,4,P001,14873
34,4,P006,10548
34,4,P003,3283
34,4,P005,3139
34,4,P004,1915
34,4,P007,1188
34,4,P009,729
34,4,P016,286
34,4,P008,286
34,4,P061,178
34,4,P090,172
34,4,P074,170
34,4,P045,169
34,4,P104,166
34,4,P010,158
34,4,P050,118
34,4,P058,94
34,4,P011,92
34,4,P022,86
34,4,P017,64
34,4,P012,52
34,4,P073,51
34,4,P036,38
34,4,P033,38
34,4,P024,37
34,4,P013,26
34,4,P026,25
34,4,P089,24
34,4,P039,22
34,4,P041,20
34,4,P018,20
34,4,P048,13
34,4,P053,13
34,4,P052,13
34,4,P023,12
34,4,P049,12
34,4,P093,9
34,4,P094,9
34,4,P088,8
34,4,P095,7
34,4,P092,5
34,4,P055,4
34,4,P031,4
34,4,P059,3
34,4,P091,3
34,4,P034,1
18,1,P001,28150
18,1,P002,24101
18,1,P003,21054
18,1,P004,4623
18,1,P005,2701
18,1,P008,1348
18,1,P022,428
18,1,P017,419
18,1,P061,306
18,1,P009,197
18,1,P058,167
18,1,P006,148
18,1,P012,141
18,1,P073,116
18,1,P011,116
18,1,P007,113
18,1,P095,76
18,1,P059,61
18,1,P024,51
18,1,P074,46
18,1,P013,43
18,1,P034,36
18,1,P033,32
18,1,P090,32
18,1,P010,25
18,1,P039,24
18,1,P052,24
18,1,P041,24
18,1,P016,21
18,1,P045,20
18,1,P089,20
18,1,P049,20
18,1,P094,17
18,1,P055,15
18,1,P088,14
18,1,P026,14
18,1,P092,13
18,1,P093,12
18,1,P104,11
18,1,P053,10
18,1,P048,7
18,1,P031,5
18,1,P050,4
18,1,P036,4
18,1,P023,3
18,1,P018,2
18,1,P091,2
19,1,P001,22349
19,1,P002,18242
19,1,P003,12381
19,1,P004,4077
19,1,P005,1150
19,1,P008,404
19,1,P022,252
19,1,P049,140
19,1,P017,125
19,1,P007,110
19,1,P058,79
19,1,P006,73
19,1,P011,61
19,1,P033,51
19,1,P012,34
19,1,P010,31
19,1,P024,27
19,1,P073,27
19,1,P088,26
19,1,P013,24
19,1,P061,24
19,1,P041,23
19,1,P009,20
19,1,P090,20
19,1,P074,19
19,1,P045,18
19,1,P039,16
19,1,P059,15
19,1,P089,14
19,1,P026,13
19,1,P094,12
19,1,P036,11
19,1,P053,9
19,1,P031,9
19,1,P092,8
19,1,P093,8
19,1,P055,7
19,1,P016,6
19,1,P095,6
19,1,P052,6
19,1,P018,5
19,1,P034,5
19,1,P048,4
19,1,P104,3
19,1,P050,3
19,1,P091,1
19,1,P023,1
19,2,P001,17149
19,2,P003,15826
19,2,P002,13349
19,2,P004,3954
19,2,P005,1127
19,2,P022,487
19,2,P008,357
19,2,P017,312
19,2,P090,91
19,2,P012,88
19,2,P007,70
19,2,P058,64
19,2,P006,64
19,2,P011,64
19,2,P088,53
19,2,P059,46
19,2,P089,45
19,2,P009,44
19,2,P010,43
19,2,P061,39
19,2,P013,38
19,2,P033,28
19,2,P074,25
19,2,P041,20
19,2,P045,20
19,2,P024,18
19,2,P073,18
19,2,P104,16
19,2,P092,14
19,2,P026,13
19,2,P095,13
19,2,P055,12
19,2,P094,9
19,2,P049,9
19,2,P039,9
19,2,P048,8
19,2,P036,8
19,2,P034,6
19,2,P053,5
19,2,P093,4
19,2,P018,4
19,2,P016,4
19,2,P023,3
19,2,P052,2
19,2,P091,1
19,2,P031,1
19,2,P050,0
23,1,P002,12586
23,1,P001,7708
23,1,P003,3686
23,1,P004,1731
23,1,P017,463
23,1,P005,388
23,1,P008,336
23,1,P024,167
23,1,P006,80
23,1,P022,39
23,1,P011,23
23,1,P007,21
23,1,P013,18
23,1,P058,13
23,1,P041,10
23,1,P012,9
23,1,P090,8
23,1,P059,7
23,1,P010,6
23,1,P018,6
23,1,P045,5
23,1,P009,5
23,1,P016,4
23,1,P036,4
23,1,P033,3
23,1,P092,3
23,1,P089,3
23,1,P074,3
23,1,P073,3
23,1,P039,2
23,1,P048,2
23,1,P104,2
23,1,P034,2
23,1,P061,2
23,1,P052,2
23,1,P049,2
23,1,P094,2
23,1,P023,1
23,1,P031,1
23,1,P088,1
23,1,P026,1
23,1,P095,1
23,1,P055,1
23,1,P053,0
23,1,P050,0
23,1,P093,0
23,1,P091,0
24,1,P001,24813
24,1,P002,16567
24,1,P003,15794
24,1,P004,10127
24,1,P008,6035
24,1,P005,2423
24,1,P017,738
24,1,P022,400
24,1,P007,191
24,1,P045,104
24,1,P059,96
24,1,P006,87
24,1,P073,60
24,1,P058,57
24,1,P090,55
24,1,P011,49
24,1,P013,45
24,1,P012,39
24,1,P041,39
24,1,P009,32
24,1,P024,27
24,1,P033,26
24,1,P061,21
24,1,P089,20
24,1,P039,20
24,1,P010,20
24,1,P049,20
24,1,P050,16
24,1,P074,16
24,1,P031,15
24,1,P026,15
24,1,P088,12
24,1,P036,11
24,1,P093,11
24,1,P094,11
24,1,P034,9
24,1,P092,9
24,1,P018,6
24,1,P104,6
24,1,P023,4
24,1,P095,4
24,1,P055,4
24,1,P052,4
24,1,P053,3
24,1,P016,2
24,1,P091,1
24,1,P048,1
24,2,P002,20957
24,2,P001,16275
24,2,P003,11494
24,2,P005,7630
24,2,P004,5628
24,2,P008,2394
24,2,P017,782
24,2,P022,312
24,2,P012,190
24,2,P073,177
24,2,P006,168
24,2,P007,114
24,2,P058,70
24,2,P033,55
24,2,P059,54
24,2,P011,39
24,2,P013,37
24,2,P024,37
24,2,P010,36
24,2,P088,34
24,2,P089,31
24,2,P090,22
24,2,P009,20
24,2,P041,20
24,2,P074,13
24,2,P093,12
24,2,P045,12
24,2,P055,11
24,2,P018,11
24,2,P061,11
24,2,P026,11
24,2,P092,10
24,2,P049,10
24,2,P039,10
24,2,P053,9
24,2,P094,7
24,2,P031,7
24,2,P104,6
24,2,P052,6
24,2,P034,6
24,2,P023,5
24,2,P048,5
24,2,P016,4
24,2,P036,4
24,2,P050,3
24,2,P091,3
24,2,P095,2
25,1,P001,16267
25,1,P002,15751
25,1,P003,15127
25,1,P004,5449
25,1,P005,4049
25,1,P008,505
25,1,P022,414
25,1,P017,286
25,1,P006,161
25,1,P013,157
25,1,P011,150
25,1,P007,122
25,1,P010,81
25,1,P058,67
25,1,P090,67
25,1,P012,46
25,1,P034,42
25,1,P033,39
25,1,P009,35
25,1,P061,30
25,1,P088,26
25,1,P073,25
25,1,P074,25
25,1,P024,21
25,1,P041,20
25,1,P094,19
25,1,P049,16
25,1,P045,14
25,1,P059,13
25,1,P092,11
25,1,P089,10
25,1,P052,10
25,1,P055,10
25,1,P093,9
25,1,P095,8
25,1,P053,7
25,1,P023,6
25,1,P026,6
25,1,P039,6
25,1,P104,6
25,1,P091,4
25,1,P016,4
25,1,P050,3
25,1,P048,3
25,1,P031,3
25,1,P036,2
25,1,P018,1
25,2,P002,20085
25,2,P001,15248
25,2,P004,10834
25,2,P003,10434
25,2,P005,4404
25,2,P017,667
25,2,P008,453
25,2,P022,279
25,2,P059,192
25,2,P007,155
25,2,P013,119
25,2,P009,91
25,2,P006,86
25,2,P011,57
25,2,P045,56
25,2,P010,54
25,2,P090,49
25,2,P058,44
25,2,P092,43
25,2,P012,35
25,2,P033,33
25,2,P041,28
25,2,P073,27
25,2,P024,27
25,2,P074,20
25,2,P061,19
25,2,P089,18
25,2,P094,15
25,2,P050,14
25,2,P031,12
25,2,P104,11
25,2,P049,11
25,2,P026,10
25,2,P034,10
25,2,P088,8
25,2,P018,8
25,2,P093,8
25,2,P055,7
25,2,P016,7
25,2,P048,6
25,2,P036,6
25,2,P095,5
25,2,P039,4
25,2,P023,3
25,2,P091,3
25,2,P053,3
25,2,P052,1
26,1,P002,6991
26,1,P004,5618
26,1,P005,5072
26,1,P001,3793
26,1,P045,1365
26,1,P003,965
26,1,P008,435
26,1,P041,402
26,1,P013,393
26,1,P011,268
26,1,P006,140
26,1,P073,121
26,1,P010,81
26,1,P007,69
26,1,P061,45
26,1,P009,43
26,1,P092,35
26,1,P052,35
26,1,P022,34
26,1,P055,30
26,1,P033,27
26,1,P048,26
26,1,P059,24
26,1,P012,23
26,1,P095,20
26,1,P093,18
26,1,P058,18
26,1,P026,17
26,1,P036,14
26,1,P089,14
26,1,P017,14
26,1,P023,13
26,1,P034,13
26,1,P049,12
26,1,P053,10
26,1,P024,8
26,1,P104,7
26,1,P016,6
26,1,P074,5
26,1,P090,5
26,1,P039,4
26,1,P091,4
26,1,P031,3
26,1,P094,3
26,1,P018,2
26,1,P050,1
26,1,P088,1
26,2,P004,13879
26,2,P005,11816
26,2,P001,9514
26,2,P002,7167
26,2,P003,2915
26,2,P008,2655
26,2,P013,899
26,2,P045,717
26,2,P011,323
26,2,P007,187
26,2,P006,155
26,2,P041,120
26,2,P092,92
26,2,P061,73
26,2,P033,65
26,2,P022,61
26,2,P093,61
26,2,P073,59
26,2,P059,52
26,2,P010,50
26,2,P089,43
26,2,P012,40
26,2,P017,38
26,2,P024,37
26,2,P052,37
26,2,P009,35
26,2,P055,27
26,2,P049,24
26,2,P039,23
26,2,P095,23
26,2,P058,22
26,2,P048,21
26,2,P034,20
26,2,P026,16
26,2,P090,12
26,2,P094,12
26,2,P036,9
26,2,P016,9
26,2,P023,7
26,2,P091,6
26,2,P104,6
26,2,P088,5
26,2,P074,5
26,2,P053,5
26,2,P018,3
26,2,P050,2
26,2,P031,1
26,3,P002,10619
26,3,P001,9449
26,3,P004,9218
26,3,P005,4960
26,3,P003,1333
26,3,P008,570
26,3,P013,433
26,3,P011,193
26,3,P006,136
26,3,P007,128
26,3,P045,110
26,3,P017,105
26,3,P041,91
26,3,P009,85
26,3,P059,57
26,3,P073,38
26,3,P061,34
26,3,P033,29
26,3,P039,29
26,3,P093,26
26,3,P034,25
26,3,P022,23
26,3,P090,22
26,3,P055,17
26,3,P058,17
26,3,P010,16
26,3,P049,15
26,3,P016,11
26,3,P092,11
26,3,P089,11
26,3,P024,10
26,3,P052,10
26,3,P012,10
26,3,P048,10
26,3,P094,9
26,3,P095,9
26,3,P023,8
26,3,P026,8
26,3,P074,7
26,3,P091,5
26,3,P050,5
26,3,P031,4
26,3,P036,4
26,3,P104,4
26,3,P053,3
26,3,P088,2
26,3,P018,0
26,4,P002,11808
26,4,P001,10560
26,4,P004,9412
26,4,P005,6881
26,4,P008,1713
26,4,P003,1564
26,4,P013,768
26,4,P011,305
26,4,P041,226
26,4,P006,158
26,4,P045,158
26,4,P007,102
26,4,P009,92
26,4,P061,91
26,4,P073,60
26,4,P034,56
26,4,P055,49
26,4,P010,48
26,4,P059,35
26,4,P017,34
26,4,P033,30
26,4,P089,29
26,4,P050,29
26,4,P093,28
26,4,P049,28
26,4,P022,25
26,4,P092,23
26,4,P048,23
26,4,P058,22
26,4,P090,21
26,4,P026,18
26,4,P012,17
26,4,P023,16
26,4,P039,15
26,4,P095,15
26,4,P052,13
26,4,P024,13
26,4,P036,10
26,4,P094,8
26,4,P031,7
26,4,P016,6
26,4,P074,4
26,4,P104,4
26,4,P091,4
26,4,P088,3
26,4,P018,2
26,4,P053,1
26,5,P004,11647
26,5,P002,10043
26,5,P001,9652
26,5,P005,7201
26,5,P011,1619
26,5,P003,1224
26,5,P013,868
26,5,P008,606
26,5,P009,190
26,5,P006,180
26,5,P045,179
26,5,P061,173
26,5,P041,146
26,5,P010,116
26,5,P007,99
26,5,P050,98
26,5,P033,69
26,5,P073,66
26,5,P049,58
26,5,P022,53
26,5,P012,49
26,5,P024,48
26,5,P095,46
26,5,P055,44
26,5,P090,43
26,5,P048,38
26,5,P017,35
26,5,P058,32
26,5,P059,31
26,5,P092,31
26,5,P089,26
26,5,P036,24
26,5,P093,21
26,5,P034,20
26,5,P026,19
26,5,P023,18
26,5,P016,16
26,5,P074,13
26,5,P052,11
26,5,P053,11
26,5,P039,10
26,5,P104,8
26,5,P031,7
