state_id,district_id,const_id,party_id,candidate_name,gender,age,vote_received,qualification
2,16,1,P002,पदम नारायण चौधरी,पुरुष,74,27379,M Phil
2,16,1,P007,युगल किशोर साह,पुरुष,42,6849,Bachelor
2,16,1,P000,सरिता गिरी,महिला,60,502,Masters
2,16,1,P005,दिनेश कुमार महतो,पुरुष,32,379,+2
2,16,1,P004,राम कुमार यादव,पुरुष,41,304,+2
2,16,1,P088,मनोज पासमान,पुरुष,45,256,S.L.C.
2,16,1,P093,सुरेश कुमार कामैत,पुरुष,28,168,ballb 
2,16,1,P061,हरि राम दास,पुरुष,75,142,Education N/A
2,16,1,P041,रीता देवी साह,महिला,43,131,UNDER SLC
2,16,1,P048,ललीता कुमारी साह,महिला,34,122,slc
2,16,1,P011,सिरीया पासमान,पुरुष,53,94,कक्षा-8
2,16,1,P000,अशोक कुमार थपलिया,पुरुष,58,61,S.L.C.
2,16,1,P000,ओम सिंह,पुरुष,26,58,ईन्जिनियर
2,16,1,P000,बिद्यापती झा,पुरुष,41,45,S.L.C.
2,16,1,P034,जनक साह,पुरुष,54,38,UNDER SLC
2,16,1,P000,राजेन्‍द्र प्रसाद यादव,पुरुष,55,28,S.L.C.
2,16,1,P019,जीवछ प्रसाद यादव,पुरुष,52,23,+2
2,16,1,P000,गोविन्द कुमार चौधरी,पुरुष,43,23,slc
2,16,1,P000,राम ध्यान महतो,पुरुष,40,17,स्नातक
2,16,1,P000,लव कुमार प्रधान,पुरुष,34,12,+2
2,16,1,P000,राम कुमार साह,पुरुष,50,7,S.L.C.
2,16,1,P000,पुस्पेन्द्र कुमार यादव,पुरुष,30,6,+2
2,16,2,P006,राज किशोर यादव,पुरुष,49,24178,Bachelor
2,16,2,P002,चित्रलेखा यादब,महिला,57,23028,Masters
2,16,2,P007,बिनोद कुमार यादव,पुरुष,53,16902,स्नातक 
2,16,2,P005,मुरलि मिझार,पुरुष,67,782,B.Music संगीत विशारद
2,16,2,P013,शिव शंकर यादव,पुरुष,27,699,B.B.S.
2,16,2,P000,राम प्रकाश महतो,पुरुष,38,639,B.E.
2,16,2,P000,सुरेश कुमार कार्की,पुरुष,50,312,Education N/A
2,16,2,P000,राम रिझन यादब,पुरुष,62,284,Masters
2,16,2,P061,रास लाल सिंह,पुरुष,50,206,SLC
2,16,2,P000,शिव कुमार यादव,पुरुष,39,163,Bachelor
2,16,2,P011,राज कुमार पासमान,पुरुष,50,155,10 कक्षा उत्तिर्ण
2,16,2,P000,शिव राम यादव,पुरुष,36,87,S.L.C.
2,16,2,P000,आनन्द कुमार यादव,पुरुष,49,57,SLC
2,16,2,P000,हरि नारायण नेपाल यादव,पुरुष,38,48,S.L.C.
2,16,2,P034,शिला देवी राम,महिला,44,46,I.Ed
2,16,2,P055,राजेन्‍द्र पाख्रीन,पुरुष,46,32,SLC
2,16,2,P000,देव कुमार यादव,पुरुष,50,32,Bachelor
2,16,2,P000,संतोष कुमार यादव,पुरुष,28,23,+2
2,16,2,P000,परमेश्वर कामती,पुरुष,40,22,Masters
2,16,2,P000,शिब राम यादव,पुरुष,46,21,S.L.C.
2,16,2,P000,दिलीप ठाकुर,पुरुष,34,16,UNDER SLC
2,16,2,P000,कारी राम यादव,पुरुष,49,15,S.L.C.
2,16,2,P000,दिपक कुमार यादव,पुरुष,29,13,स्‍नातक 
2,16,2,P000,लक्ष्‍मण कुमार दास,पुरुष,30,8,+2
2,16,3,P001,लिलानाथ श्रेष्ठ,पुरुष,65,28064,Bachelor
2,16,3,P003,विश्‍वनाथ साह,पुरुष,69,26882,Masters
2,16,3,P007,दिनेश  कुमार  यादव ,पुरुष,33,11146,Masters
2,16,3,P005,गोवर्धन दास तत्मा,पुरुष,69,1259,B.SC
2,16,3,P004,दिपक कुमार साह,पुरुष,39,463,S.L.C.
2,16,3,P000,रबिन्द्र कुमार यादव,पुरुष,40,457,Proficiency Certificate
2,16,3,P091,राज कुमार मुखिया,पुरुष,44,253,S.L.C.
2,16,3,P000,ओम प्रकाश श्रेष्ठ,पुरुष,34,158,+2
2,16,3,P000,दिप कुमार लामा,पुरुष,47,148,S.L.C.
2,16,3,P000,राम  पुकार  यादव,पुरुष,35,148,UNDER SLC
2,16,3,P090,सरोज कुमार यादव,पुरुष,33,147,Bachelor
2,16,3,P000,बौवे लाल यादव,पुरुष,67,66,S.L.C.
2,16,3,P000,सुरेन्द्र कुमार महतो,पुरुष,36,55,Proficiency Certificate
2,16,3,P000,राकेश कुमार यादव,पुरुष,31,42,Bachelor
2,16,3,P000,प्रदिप कुमार श्रेष्ठ,पुरुष,40,23,i.com
2,16,3,P000,नारायण ठाकुर,पुरुष,31,22,Bachelor
2,16,3,P000,सीता पौखरेल,महिला,47,19,स्नातक
2,16,3,P000,निलेश कुमार श्रेष्‍ठ,पुरुष,31,18,स्नातक
2,16,3,P000,श्याम सुन्दर यादव,पुरुष,39,14,+2
2,16,3,P000,विक्रम कुमार साह,पुरुष,45,13,+2
2,16,3,P000,सुमित श्रेष्ठ,पुरुष,27,9,स्नातकोतर
2,16,4,P006,बिरेन्द्र प्रसाद महतो,पुरुष,53,24102,Ph. D
2,16,4,P007,वीरेन्द्र प्रसाद साह,पुरुष,53,16294,विकम
2,16,4,P003,धर्मनाथ प्रसाद साह,पुरुष,62,14653,BL
2,16,4,P004,विमल कुमार तिवारी,पुरुष,45,1683,PhD
2,16,4,P005,नगीना कुमार झा,महिला,36,1073,BA
2,16,4,P022,बिजय कुमार पजियार,पुरुष,44,725,Ied
2,16,4,P000,जागेश्‍वर यादव,पुरुष,57,454,Under SLC
2,16,4,P000,कासिन्द्र यादव,पुरुष,42,328,Masters
2,16,4,P000,फुलगेन नायक,पुरुष,49,314,Proficiency Certificate
2,16,4,P000,सन्त कुमार शर्मा,पुरुष,36,250,Masters
2,16,4,P000,सुरेन्‍द्र कुमार ठाकुर,पुरुष,27,180,10+2
2,16,4,P061,विजय यादव,पुरुष,44,175,Education N/A
2,16,4,P041,प्रमोद चौधरी,पुरुष,50,158,S.L.C.
2,16,4,P011,रामेश्वर साह,पुरुष,62,151,Education N/A
2,16,4,P000,दिपक कुमार श्रेष्ठ,पुरुष,39,118,S.L.C.
2,16,4,P045,तारा देवी भण्डारी,महिला,41,113,UNDER SLC
2,16,4,P000,राजेश कुमार यादब,पुरुष,33,56,Education SLC
2,16,4,P000,दिपेन्‍द्र राउत,पुरुष,34,48,UNDER SLC
2,16,4,P000,अन्जनी राई,पुरुष,48,47,Bachelor
3,17,1,P003,ग‌ंगा कार्की,पुरुष,57,36820,कक्षा १० उतिर्ण
3,17,1,P001,बालकृष्ण शिवाकोटी,पुरुष,53,36505,स्नातक
3,17,1,P004,जगदीश खरेल,पुरुष,33,3801,स्नातक
3,17,1,P005,विजय खड्का ,पुरुष,56,1561,स्नातक
3,17,1,P022,खिम बहादुर शिवाकोटी,पुरुष,32,634,वि.वि.एस
3,17,1,P006,दावा शेर्पा,पुरुष,43,361,स्नातकोत्तर
3,17,1,P013,विश्‍वनीति प्रकाशमान सिंह पाख्रीन,पुरुष,51,317,S.L.C.
3,17,1,P017,कुमार तामाङ्ग,पुरुष,36,269,प्लस टु
3,17,1,P061,नवराज श्रेष्‍ठ भन्ने मिन बहादुर श्रेष्‍ठ,पुरुष,46,198,वि.ए पास
3,17,1,P010,गोपाल नेपाली,पुरुष,27,122,10+2
3,17,1,P000,ठाकुर बहादुर बुढाथोकी,पुरुष,46,118,सामान्य लेखपढ
3,17,1,P011,गोपाल बहादुर शिवाकोटी,पुरुष,65,62,S.L.C.
3,17,1,P090,जनार्दन पोखरेल,पुरुष,62,55,-
3,17,1,P009,सुक्र तमाङ्ग,पुरुष,41,51,9 कक्षा
3,17,1,P000,टंक बहादुर खाती,पुरुष,33,40,८ पास
3,17,1,P073,लोक  बहादुर खड्का,पुरुष,41,35,Education N/A
3,17,1,P000,यज्ञ राज न्यौपाने,पुरुष,45,20,B.Ed
3,17,1,P000,जीवनाथ शिवाकोटी,पुरुष,34,18,स्नातक
3,17,1,P000,विर बहादुर कार्की,पुरुष,48,15,UNDER SLC
3,17,1,P000,बद्री दाहाल,पुरुष,39,12,प्लस टु
3,17,1,P000,राम बहादुर सुवेदी,पुरुष,42,9,प्लस टु
3,18,1,P002,पुर्ण वहादुर तमाङ्ग,पुरुष,57,47099,Education N/A
3,18,1,P001,कैलाश प्रसाद ढुंगेल,पुरुष,62,30730,Masters
3,18,1,P005,लाल वहादुर घिसिङ,पुरुष,49,1484,10+2
3,18,1,P004,समिक्षा श्रेष्ठ,महिला,35,1457,10+2
3,18,1,P022,मोहन कार्की,पुरुष,39,858,UNDER SLC
3,18,1,P000,राम कुमार लामा,पुरुष,51,425,Bachelor
3,18,1,P017,भक्त बहादुर थापा मगर,पुरुष,45,306,S.L.C.
3,18,1,P003,देव शंकर पौडेल,पुरुष,62,294,Bachelor
3,18,1,P058,बाबु राम तामाङग,पुरुष,38,235,10+2
3,18,1,P095,सुवास घिसिङ,पुरुष,39,210,10+2
3,18,1,P073,केदार खड्का,पुरुष,59,195,Bachelor
3,18,1,P061,जितेन कुमार श्रेष्ठ,पुरुष,32,138,Education N/A
3,18,1,P009,धरम बहादुर तामाङ,पुरुष,53,107,Education N/A
3,18,1,P052,रमेश महते,पुरुष,33,104,10+2
3,18,1,P000,रुद्र बहादुर पुलामी मगर,पुरुष,39,60,Masters
3,18,1,P011,हरि कृष्ण श्रेष्ठ,पुरुष,39,47,Education N/A
3,18,1,P034,साङगे शेर्पा,पुरुष,30,42,10+2
3,18,1,P000,कृष्ण बहादुर भुजेल,पुरुष,58,31,Education N/A
3,18,1,P090,विष्‍णु प्रसाद काफ्‍ले,पुरुष,59,27,S.L.C.
3,18,1,P000,बिक्रम राना,पुरुष,59,27,Proficiency Certificate
3,18,1,P000,आङछोङबा शेर्पा,पुरुष,45,13,Education N/A
3,18,1,P000,चन्द्र बहादुर राउत,पुरुष,61,10,UNDER SLC
3,19,1,P002,श्‍याम कुमार घिमिरे,पुरुष,58,30391,स्नातक
3,19,1,P001,प्रदिप कुमार कटुवाल क्षेत्री (के सी),पुरुष,60,25546,mcom स्नातोकतर
3,19,1,P004,मेनुका ठकुरी,महिला,31,2692,वि.एड
3,19,1,P005,शालीग्राम माझी,पुरुष,36,940,स्नातक
3,19,1,P049,फणिन्‍द्र बहादुर श्रेष्‍ठ,पुरुष,48,321,+2
3,19,1,P017,धन कुमार राई,पुरुष,29,134,साक्षर
3,19,1,P006,सोम नाथ अधिकारी,पुरुष,36,109,वि.एड
3,19,1,P011,चित्र लाल श्रेष्ठ,पुरुष,41,83,UNDER SLC
3,19,1,P000,राम हरी वुढाथोकी,पुरुष,69,78,S.L.C.
3,19,1,P033,हिरण्य लाल श्रेष्ठ,पुरुष,64,77,S.L.C.
3,19,1,P000,कृष्ण हरी पौडेल,पुरुष,52,28,SLC
3,19,1,P000,डम्वर बहादुर वि. क.,पुरुष,29,21,slc
3,19,2,P003,लेख नाथ दाहाल,पुरुष,46,27517,Bachelor
3,19,2,P001,मनोज जंग थापा,पुरुष,54,21687,+2
3,19,2,P004,अनोज कुमार दाहाल,पुरुष,29,1553,Bachelor
3,19,2,P005,भिष्म राज श्रेष्‍ठ,पुरुष,52,1340,Degree
3,19,2,P000,भुपेन्द्र विश्‍वकर्मा,पुरुष,30,701,Degree
3,19,2,P017,शान्त वीर लामा,पुरुष,39,438,Bachelor
3,19,2,P090,योग्य बहादुर मुडुला कार्की,पुरुष,32,125,S.L.C.
3,19,2,P099,डिल्ली कुमार गोले,पुरुष,50,85,UNDER SLC
3,19,2,P011,रामेश्‍वरी कोजु,महिला,37,45,Degree
2,20,1,P006,दीपक कार्की,पुरुष,58,27431,S.L.C.
2,20,1,P003,मातृका प्रसाद यादव,पुरुष,64,21483,I.Ed.
2,20,1,P007,किशोरी साह कमल,पुरुष,52,14467,Diploma in Civil Engineering
2,20,1,P005,मनोज मल्ल ठकुरी,पुरुष,53,8273,S.L.C.
2,20,1,P004,धर्मेन्द्र कुमार राय,पुरुष,49,364,BA
2,20,1,P000,अजय कुमार ठाकुर,पुरुष,43,317,Under S.L.C.
2,20,1,P000,केशर मुखिया,पुरुष,37,129,Proficiency Certificate
2,20,1,P000,अशोक कुमार यादव,पुरुष,48,91,M.Sc. Statistics
2,20,1,P000,महेश कुमार यादव,पुरुष,30,90,B.E.Civil
2,20,1,P019,राजदेव महतो,पुरुष,62,84,SLC
2,20,1,P061,लक्ष्मण महतो सुडी,पुरुष,61,78,SLC
2,20,1,P000,जनार्दन मंडल,पुरुष,51,55,SLC
2,20,1,P000,मोहमद तैयब सेख,पुरुष,41,37,under SLC
2,20,1,P000,अशोक गोहितमान,पुरुष,39,34,SLC
2,20,1,P000,जय नारायण यादव,पुरुष,50,34,SLC
2,20,1,P000,विजय कुमार यादब,पुरुष,53,22,Proficiency Certificate
2,20,1,P000,साधु यादव,पुरुष,64,16,S.L.C.
2,20,1,P000,भुपेन्द्र यादव,पुरुष,39,15,+2
2,20,1,P000,सुर्य नारायण जोशि,पुरुष,37,15,SLC
2,20,1,P000,दामोदर चौहान,पुरुष,49,14,I.A.
2,20,1,P000,लक्ष्‍मेसर साह,पुरुष,36,14,UNDER SLC
2,20,1,P000,महेश लाल यादव,पुरुष,38,12,I.A.
2,20,1,P000,धिरज प्रसाद न्यौपाने,पुरुष,35,8,Bachelor
2,20,1,P000,युगेश्वर यादव,पुरुष,55,8,I.A.
2,20,1,P000,स‌ंजित कुमार साह,पुरुष,35,7,Bachelor
2,20,2,P002,राम कृष्ण यादव,पुरुष,60,20112,स्नाकोत्तर
2,20,2,P001,उमाशंकर अरगरिया,पुरुष,45,19955,Bachelor
2,20,2,P003,राम चन्द्र झा,पुरुष,68,13605,Masters
2,20,2,P006,आनन्द यादव,पुरुष,73,12901,
2,20,2,P007,जय नारायण साह,पुरुष,56,9992,BSc.
2,20,2,P005,राज कुमार अधिकारी,पुरुष,54,366,10+2
2,20,2,P048,"रुप नारायण मंडल, केवट",पुरुष,65,256,I A
2,20,2,P004,चनसेखर कुमार यादव,पुरुष,26,246,10+2
2,20,2,P000,न्यास यादव,पुरुष,33,57,CA
2,20,2,P000,प्रदिप कुमार यादब,पुरुष,49,42,Education N/A
2,20,2,P000,बद्री प्रसाद फरकार यादव,पुरुष,25,31,UNDER SLC
2,20,2,P000,राम एकवाल यादव,पुरुष,57,26,S.L.C.
2,20,2,P000,घुरन यादव,पुरुष,49,24,SLC
2,20,2,P000,शैलेन्द्र कुमार सिंह,पुरुष,54,23,SLC
2,20,2,P000,शिवा नन्द पाण्डे,पुरुष,64,18,Bachelor
2,20,2,P000,राजेश कुमार अमात,पुरुष,37,11,UNDER SLC
2,20,3,P001,जुली कुमारी महतो (महासेठ),महिला,46,33388,Bachelor
2,20,3,P010,अनिल कुमार झा,पुरुष,55,23686,LEKHAPADH SADHARAN
2,20,3,P007,शम्भु नाथ साह,पुरुष,44,7374,bsc
2,20,3,P005,राम पदारथ मंडल,पुरुष,53,656,Proficiency Certificate
2,20,3,P000,उमेश साह,पुरुष,56,571,INTERMEDIATE
2,20,3,P004,रंजित पंजियार,पुरुष,36,433,BATCHALOR
2,20,3,P000,प्रविणा कुमारी ठाकुर,महिला,33,359,Proficiency Certificate
2,20,3,P061,हुसैन कवारी,पुरुष,51,260,SLC
2,20,3,P023,पुनम चोधरी,महिला,56,201,Bachelor
2,20,3,P000,सत्य नारायण शाह,पुरुष,68,187,Masters
2,20,3,P088,लक्ष्मी मण्डल खत्वे,पुरुष,64,102,Education N/A
2,20,3,P000,अमरेन्द्र कण्‍ठ,पुरुष,40,78,Masters
2,20,3,P000,अजय कुमार यादव,पुरुष,35,70,Bachelor
2,20,3,P011,राम हृदय साह तेली,पुरुष,47,68,ICOM
2,20,3,P000,चन्द्र शेषर साह,पुरुष,46,65,UNDER SLC
2,20,3,P000,कृष्णा यादव,पुरुष,26,63,High School
2,20,3,P000,जीवन साह तेली,पुरुष,46,51,Masters
2,20,3,P000,उमेश चौधरी,पुरुष,50,50,Masters
2,20,3,P000,सुनिल कुमार कर्ण,पुरुष,46,38,batchalor
2,20,3,P000,मिलन कुमारी शाह,महिला,54,35,S.L.C.
2,20,3,P000,राज कुमार साह,पुरुष,35,25,Masters
2,20,3,P000,अनिल कुमार यादव,पुरुष,41,21,S.L.C.
2,20,3,P000,अरबिन्द कुमार पासवान,पुरुष,47,18,S.L.C.
2,20,3,P000,श्याम किशोर साह,पुरुष,53,16,Bachelor
2,20,3,P000,त्रिदेव कुमार मिश्र,पुरुष,28,16,BA
2,20,3,P000,शिलाकान्त झा,पुरुष,47,14,slc
2,20,3,P000,मो. जासिम नदाफ,पुरुष,34,13,B.ED
2,20,3,P000,मात्रिका प्रसाद दास,पुरुष,25,11,slc
2,20,3,P000,पुजा साह,महिला,25,10,Bachelor
2,20,3,P000,ज्योति कुमारी साह,महिला,25,7,10+2
2,20,3,P000,बैदेही रमण ठाकुर,पुरुष,55,7,Bachelor
2,20,4,P001,रघुबीर महासेठ,पुरुष,61,32236,B.E (CIVIL)
2,20,4,P002,महेन्द्र यादव,पुरुष,60,32112,स्नातकोत्तर
2,20,4,P006,महाजन यादव,पुरुष,66,5212,Masters
2,20,4,P000,कृष्ण कुमार महतो,पुरुष,27,4343,PCL Radiography (CTEVE)
2,20,4,P004,संजय कुमार यादव,पुरुष,43,1121,डिप्लोमा
2,20,4,P005,अनिरुद्ध यादव,पुरुष,59,837,SLC
2,20,4,P016,कृष्ण चन्द्र प्रसाद साह,पुरुष,60,204,Ph. D
2,20,4,P026,राम दुलार महतो,पुरुष,57,166,Bachelor
2,20,4,P000,श्रवण दास तत्मा,पुरुष,59,148,UNDER SLC
2,20,4,P000,विजय कुमार यादव,पुरुष,46,95,I.A.C
2,20,4,P048,राम चन्द्र यादव,पुरुष,63,84,
2,20,4,P000,अनिल कुमार चौधरी,पुरुष,26,36,SLC
2,20,4,P000,अरुण कुमार साह,पुरुष,39,33,CMA
2,20,4,P000,दिपेश कुमार यादव,पुरुष,25,31,+2
2,20,4,P000,कलम देव यादव,पुरुष,48,22,10+2
2,20,4,P000,श्याम किसोर यादव,पुरुष,52,15,आई कम
2,20,4,P000,राजकुमार यादव,पुरुष,46,14,आई.ए.
2,20,4,P000,विजय कुमार साह सुडी,पुरुष,43,12,S.L.C.
2,20,4,P000,रामगुण यादव,पुरुष,25,11,Bachelor
2,20,4,P000,व्रहमदेव महतो,पुरुष,36,9,+2
2,20,4,P000,देबेन्द्र कुमार पजियार,पुरुष,55,5,IA
2,20,4,P000,महेश कुमार यादव,पुरुष,27,5,H.A.
2,20,4,P000,राम अचल यादव,पुरुष,25,5,स्नातक
2,20,4,P000,राम कृष्ण यादव,पुरुष,46,3,S.L.C.
2,20,4,P000,हरि किशोर यादव,पुरुष,34,3,S.L.C.
2,20,4,P000,नवल यादव,पुरुष,38,2,B.E
2,20,4,P000,राजेश कुमार यादव,पुरुष,33,2,Bachelor
2,20,4,P000,प्रशुराम कुमार यादब,पुरुष,29,1,Bachelor Level
2,20,4,P000,संजय कुमार यादव,पुरुष,35,1,स्नातकोत्तर
2,21,1,P001,लझ्मी महतो काेइरी,पुरुष,58,23402,S.L.C.
2,21,1,P003,गिरिराज  मणी  पोखरेल,पुरुष,65,22372,Masters
2,21,1,P000,पोषण बहादुर थापा,पुरुष,44,7812,Bachelor
2,21,1,P007,राज किशोर साह,पुरुष,40,3598,Proficiency Certificate
2,21,1,P004,खेम कुमारी भुर्तेल,महिला,39,2064,Bachelor
2,21,1,P005,पुजा घिमिरे,महिला,29,974,Bachelor
2,21,1,P073,मनु प्रसाद अधिकारी,पुरुष,66,637,Bachelor
2,21,1,P000,जय कुमार साह,पुरुष,30,275,S.L.C.
2,21,1,P055,गनेश वहादुर आले,पुरुष,51,226,S.L.C.
2,21,1,P061,स‌जिव साह सोनार,पुरुष,34,179,Education N/A
2,21,1,P000,गोपाल बहादुर कार्की,पुरुष,53,64,S.L.C.
2,21,1,P000,केशव कुमार पोखरेल,पुरुष,48,39,Masters
2,21,1,P000,मनोज कुमार महतो,पुरुष,35,38,S.L.C.
2,21,1,P000,राम प्रगास महतो,पुरुष,35,37,Education N/A
2,21,1,P000,शिव बहादुर खड्रका,पुरुष,60,21,Education N/A
2,21,2,P010,शरत सिंह भण्डारी,पुरुष,68,25190,Bachelor
2,21,2,P053,विजय कुमार सिंह,पुरुष,70,11120,एम.डि.
2,21,2,P001,राम परिक्षण यादव,पुरुष,63,10258,एम.डी.
2,21,2,P007,उमेश कुमार यादव,पुरुष,54,5971,Masters
2,21,2,P104,प्रदिप कुमार यादव,पुरुष,43,818,
2,21,2,P004,पवन कुमार झा,पुरुष,38,360,स्नातकोत्तर
2,21,2,P000,राम विजय भंडारी,पुरुष,38,312,12 पास
2,21,2,P061,शिवचन्दर यादव,पुरुष,56,242,
2,21,2,P089,विश्‍वनाथ पासमान,पुरुष,46,237,
2,21,2,P000,अजित कुमार साह,पुरुष,37,220,10+2
2,21,2,P000,तारजन कुमार बैठा,पुरुष,36,116,
2,21,2,P000,जवाहर कान्त साह,पुरुष,59,115,Bachelor
2,21,2,P000,राजेश प्रसाद साह,पुरुष,39,64,एस.एल.सि.
2,21,2,P000,अजय कुमार महतो,पुरुष,31,45,स्नातक
2,21,2,P000,मुरारी लाल चौधरी,पुरुष,28,35,साक्षर
2,21,2,P000,सत्‍य नारायन साह,पुरुष,36,35,एस.एल.सि.
2,21,2,P000,राम पुकार साह,पुरुष,54,28,+2
2,21,3,P010,महन्थ ठाकुर,पुरुष,80,16375,Masters
2,21,3,P006,हरि नारायण यादव,पुरुष,60,14325,Bachelor
2,21,3,P000,राम आधार कापर,पुरुष,52,12733,Masters
2,21,3,P104,इलियास अंसारी,पुरुष,68,4949,UNDER SLC
2,21,3,P007,मृगेन्द्र यादव,पुरुष,35,4252,Masters
2,21,3,P053,बृषेश चन्द्र लाल,पुरुष,67,1083,Bachelor
2,21,3,P095,जिवछी देवी,महिला,49,342,Education N/A
2,21,3,P055,राम ईकवाल मण्‍डल,पुरुष,48,342,Proficiency Certificate
2,21,3,P000,राम बाबु सिंह,पुरुष,59,212,Bachelor
2,21,3,P000,कुलभुषण शेखर शर्मा,पुरुष,39,111,Masters
2,21,3,P019,ओम प्रकाश यादव,पुरुष,35,107,Education N/A
2,21,3,P061,गुलाब कुमारी देवी मण्डल,महिला,42,99,High School
2,21,3,P049,एल्सा झा,महिला,42,96,Bachelor
2,21,3,P000,मंगल देव ठाकुर,पुरुष,58,74,Education N/A
2,21,3,P000,सरविन्द्र यादव,पुरुष,29,65,10+2
2,21,3,P000,शंकर प्रसाद कापर,पुरुष,49,63,Bachelor
2,21,3,P000,इन्‍द्रजित कुमार यादव,पुरुष,30,54,S.L.C.
2,21,3,P000,शरत चन्द्र मिश्र,पुरुष,55,42,Education N/A
2,21,3,P000,प्रदीप कुमार यादव,पुरुष,39,37,UNDER SLC
2,21,3,P000,विनय कुमार यादव,पुरुष,45,24,UNDER SLC
2,21,3,P000,युसुफ साफी,पुरुष,51,18,Bachelor
2,21,4,P002,महेन्‍द्र कुमार राय,पुरुष,63,25448,Proficiency Certificate
2,21,4,P006,सुरेन्‍द्र कुमार यादव,पुरुष,51,21331,Masters
2,21,4,P007,मनोज कुमार साह,पुरुष,47,10059,Proficiency Certificate
2,21,4,P048,शिवजी यादव,पुरुष,65,498,Bachelor
2,21,4,P013,सुबराती मंसुर,पुरुष,56,450,Bachelor
2,21,4,P041,महेन्‍द्र मण्‍डल,पुरुष,43,251,SLC
2,21,4,P000,कामेन्‍द्र कुमार कमल,पुरुष,69,240,Masters
2,21,4,P088,दिलिप राम,पुरुष,26,231,Education N/A
2,21,4,P000,विजय कुमार साह,पुरुष,38,138,Education N/A
2,21,4,P055,राम दुलार मंडल,पुरुष,45,77,Education N/A
2,21,4,P000,कृष्‍णदेव कुमार यादव,पुरुष,59,38,S.L.C.
2,21,4,P000,रामजी राय,पुरुष,52,32,S.L.C.
2,21,4,P000,विजयेन्‍द्र कुमार यादव,पुरुष,45,31,Proficiency Certificate
2,21,4,P000,सुधिर कुमार यादव,पुरुष,39,9,S.L.C.
2,22,1,P010,राम प्रकाश चौधरी,पुरुष,58,24838,I.Sc.
2,22,1,P000,मान बहादुर खड्का,पुरुष,51,18404,प्रविणता प्रमाणपत्र तह उतिर्ण 
2,22,1,P006,प्रमोद साह,पुरुष,43,14255,M.A. 
2,22,1,P007,राम विश्‍वास राय,पुरुष,36,4096,प्रविणता प्रमाणपत्र तह (शिक्षाशास्त्र संकाय)
2,22,1,P004,राम दुलार महतो,पुरुष,30,3253,SLC
2,22,1,P005,राजेन्द्र प्रसाद मैनाली,पुरुष,56,2229,स्‍नातक तह (व्यवस्थापन)
2,22,1,P000,ध्वज मान मुक्तान,पुरुष,52,1722,प्रविणता प्रमाणपत्र तह उतिर्ण 
2,22,1,P000,बैकुण्ठ सापकोटा,पुरुष,48,728,S.L.C.
2,22,1,P000,दामोदर चौधरी,पुरुष,42,446,B.ED.
2,22,1,P090,बल राम बस्नेत,पुरुष,44,314,१० कक्षा 
2,22,1,P000,दिपेश कुमार कार्कि,पुरुष,35,273,एस.एल.सि.
2,22,1,P000,सुरेश राज शर्मा,पुरुष,49,191,स्नातक तह 
2,22,1,P000,जय नारायण महतो,पुरुष,42,189,एस.एल.सि
2,22,1,P000,संजय कुमार मंडल,पुरुष,41,146,स्नातक तह (व्यवस्थापन)
2,22,1,P011,रमाकान्त कापर,पुरुष,51,115,10 कक्षा उतिर्ण 
2,22,1,P000,मनोज कुमार चौधरी,पुरुष,42,70,प्रविणता प्रमाणपत्र तह उतिर्ण 
2,22,1,P000,आकाश वती दनुवार,महिला,65,38,साक्षर 
2,22,1,P000,जय नारायन महतो,पुरुष,60,35,साक्षर 
2,22,1,P000,धिरेन्द्र यादव,पुरुष,27,32,स्नातक तह (ईन्जिनियरिङ्ग)
2,22,2,P003,महिन्द्र राय यादव,पुरुष,85,23529,S.L.C.
2,22,2,P010,राजेन्द्र महतो,पुरुष,63,21518,Masters
2,22,2,P001,राज नारायण साह,पुरुष,58,14819,Proficiency Certificate
2,22,2,P007,नरेश प्रसाद कुशवाहा,पुरुष,42,6554,10+2
2,22,2,P104,मोस्तकिम अंसारी,पुरुष,62,1064,Education N/A
2,22,2,P013,वीर वंश वैठा,पुरुष,58,906,Bachelor
2,22,2,P005,विकेश महतो,पुरुष,35,676,Bachelor
2,22,2,P004,जय करण महतो,पुरुष,31,569,S.L.C.
2,22,2,P088,मोहम्मद मनसरीफ अंसारी,पुरुष,51,412,Proficiency Certificate
2,22,2,P000,सतिश कुमार चौधरी,पुरुष,28,113, s l c
2,22,2,P000,राज किशोर राय यादव,पुरुष,54,78,S.L.C.
2,22,2,P000,राम नाथ साह,पुरुष,42,56,UNDER SLC
2,22,2,P000,शुसिला  कुमारी ,महिला,33,45,Education N/A
2,22,2,P000,कामिल मियाँ मुकेरी,पुरुष,51,44,Education N/A
2,22,2,P000,मनोज कुमार साह,पुरुष,31,34,Proficiency Certificate
2,22,2,P000,राजनारायण राय यादव,पुरुष,51,32,S.L.C.
2,22,2,P000,श्रवण साह,पुरुष,27,20,S.L.C.
2,22,3,P001,हरि प्रसाद उप्रेती,पुरुष,55,32938,Bachelor
2,22,3,P003,नरेन्द्र साह कलवार,पुरुष,50,32168,I A
2,22,3,P007,त्रिभुवन कुमार सिंह,पुरुष,49,5519,ईन्जिनियर
2,22,3,P004,पञ्च बहादुर सिङ्गतान,पुरुष,40,3566,आइ कम
2,22,3,P088,राज कुमार पासवान,पुरुष,43,1115,साक्षर
2,22,3,P013,भवानी घिमिरे,महिला,44,578,स्नातक
