party_id,district_id,election_year,vote_share_lag,is_new_party,Absent rate within country 2078,Absent rate abroad 2078,Literacy Rate 2078,Primary Education % 2078,Lower Secondary % 2078,Upper Secondary % 2078,SLC or SEE % 2078,Intermediate & equivalent % 2078,Graduate & equivalent % 2078,Post graduate equivalent & above % 2078,IS_Major?,IS_ALTERNATIVE_FORCE?,GenZ_and_Youth_Favored?,Was_Part_Of_Ousted_Government?,Facebook_Presence (In Thousands),Top_leader_fb (in Thousands),facebook_log,leader_following_log,female_ratio,age_18-29_ratio,age_30-39_ratio,age_40-49_ratio,age_50-59_ratio,age_60-69_ratio,age_70+_ratio,total_voters,valid_turnout_lag
P049,49,2082,0.0188552752870191,0,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P050,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P051,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P052,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P053,49,2082,0.0041900611748931,0,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P054,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P055,49,2082,0.014665214112126,0,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P056,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P057,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,1,1,0,22.0,282.0,3.1354942159291497,5.645446897643238,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P058,49,2082,0.0607558870359507,0,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P059,49,2082,0.0167602446995726,0,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P060,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P061,49,2082,0.0209503058744657,0,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P062,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P063,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P064,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P065,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P066,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P067,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P068,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P069,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
P070,49,2082,0.0,1,13.81,10.06,79.7,30.26,21.09,14.15,10.98,12.04,2.52,1.27,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.5100177089482274,0.18750651064273066,0.23905922659351597,0.19034225725430282,0.14903295253307405,0.11668229220922023,0.11737676076715627,86397,55.42
